state,cluster,corr,members,window
OK,15,0.8052244916879182,"['Polyuria', 'Seizures', 'Hirsutism', 'Deafness', 'Tetany', 'Myoclonus']",2005-05
OR,19,0.6793810040108617,"['Polyuria', 'Quadriplegia', 'Diplopia', 'Stupor', 'Myoclonus', 'Apnea', 'Emaciation', 'Renal Colic']",2005-05
PA,10,0.7942481112925618,"['Pruritus', 'Asthenia']",2005-05
RI,14,0.7395429666402332,"['Bulimia', 'Chorea', 'Paresthesia']",2005-05
SC,4,0.7234064855272488,"['Chest Pain', 'Flatulence', 'Low Back Pain', 'Scotoma', 'Hematemesis']",2005-05
SD,8,0.7112044471694319,"['Torticollis', 'Shoulder Pain']",2005-05
TN,5,0.7194018100735012,"['Fever', 'Dysarthria', 'Phantom Limb', 'Horner Syndrome']",2005-05
TX,9,0.7322000220374821,"['Taste Disorders', 'Gagging', 'Diarrhea', 'Synkinesis', 'Vocal Cord Paralysis', 'Persistent Vegetative State', 'Dyskinesias', 'Vomiting', 'Ageusia', 'Reticulocytosis']",2005-05
UT,13,0.6541353332455416,"['Gagging', 'Sleep Disorders', 'Anoxia', 'Back Pain', 'Snoring']",2005-05
VA,12,0.6351739594255742,"['Feminization', 'Morning Sickness', 'Paresthesia']",2005-05
VT,2,0.7508398045286633,"['Dystonia', 'Sleep Deprivation', 'Pelvic Pain']",2005-05
WA,13,0.7019285715170686,"['Oliguria', 'Tremor', 'Paralysis', 'Mouth Breathing', 'Amblyopia', 'Renal Colic']",2005-05
WI,13,0.6426166783078762,"['Dizziness', 'Hearing Loss']",2005-05
WV,5,0.8045199174779454,"['Dyspnea', 'Ecchymosis', 'Hypothermia', 'Feminization']",2005-05
WY,1,0.7831707395244819,"['Anorexia', 'Fatigue']",2005-05
AK,12,0.6703731067678986,"['Toothache', 'Amnesia']",2005-06
AL,3,0.6444276251635397,"['Sleep Disorders', 'Anisocoria', 'Cerebellar Ataxia', 'Vomiting', 'Labor Pain', 'Catatonia']",2005-06
AR,8,0.7030105163809646,"['Sleep Disorders', 'Halitosis', 'Toothache', 'Muscle Weakness', 'Gastroparesis', 'Headache', 'Eye Pain']",2005-06
AZ,18,0.6888787044380106,"['Hyperacusis', 'Sleep Deprivation', 'Hemoptysis', 'Anorexia', 'Scotoma', 'Amaurosis Fugax', 'Halitosis', 'Encopresis', 'Facial Paralysis', 'Hemoglobinuria', 'Ophthalmoplegia', 'Pruritus']",2005-06
CA,25,0.6777501249017893,"['Amblyopia', 'Dysmenorrhea', 'Athetosis', 'Coprophagia']",2005-06
CO,6,0.6516242767537069,"['Confusion', 'Pelvic Pain']",2005-06
CT,2,0.6739119885245332,"['Paralysis', 'Hearing Loss']",2005-06
DC,3,0.6608709335465096,"['Morning Sickness', 'Neuralgia']",2005-06
DE,10,0.8866206949335731,"['Agnosia', 'Stuttering', 'Purpura']",2005-06
FL,13,0.7982782186372133,"['Dysuria', 'Pelvic Pain']",2005-06
GA,4,0.6712901548862326,"['Coma', 'Hemoptysis', 'Angina Pectoris']",2005-06
HI,10,0.8458826181003587,"['Purpura', 'Deafness', 'Torticollis', 'Sneezing']",2005-06
IA,4,0.6997054582423167,"['Fatigue', 'Heartburn', 'Dizziness']",2005-06
ID,4,0.7495349356617244,"['Hypothermia', 'Apnea']",2005-06
IL,7,0.690096209222714,"['Psychomotor Agitation', 'Seizures', 'Anisocoria', 'Deafness', 'Persistent Vegetative State', 'Hyperemesis Gravidarum', 'Hemianopsia']",2005-06
IN,8,0.6970106054388026,"['Echolalia', 'Illusions', 'Heart Murmurs', 'Quadriplegia', 'Amnesia']",2005-06
KS,12,0.699004122249559,"['Syncope', 'Emaciation', 'Tics', 'Vomiting']",2005-06
KY,13,0.6994185750099817,"['Heartburn', 'Hirsutism', 'Flank Pain', 'Delirium', 'Angina Pectoris', 'Sarcopenia']",2005-06
LA,8,0.6136441189819072,"['Tinea Pedis', 'Photophobia', 'Eye Pain', 'Paresthesia', 'Flatulence', 'Gastroparesis', 'Hemiplegia', 'Pallor']",2005-06
MA,2,0.6845370336841246,"['Amblyopia', 'Paraplegia', 'Delirium']",2005-06
MD,9,0.6464991803182569,"['Coprophagia', 'Athetosis', 'Persistent Vegetative State', 'Edema', 'Vomiting', 'Tetany', 'Low Back Pain', 'Bulimia', 'Myokymia']",2005-06
ME,9,0.7379886754024997,"['Halitosis', 'Anisocoria', 'Paresis', 'Flatulence']",2005-06
MI,10,0.8834953755816611,"['Low Back Pain', 'Vomiting']",2005-06
MN,13,0.5976893881808355,"['Lethargy', 'Mutism', 'Angina Pectoris', 'Anorexia', 'Presbycusis']",2005-06
MO,4,0.7159297556233095,"['Tremor', 'Anisocoria', 'Lethargy', 'Ophthalmoplegia', 'Ecchymosis']",2005-06
MS,5,0.6658941238019518,"['Hypercapnia', 'Headache']",2005-06
MT,6,0.8075833964264575,"['Hiccup', 'Hyperemesis Gravidarum', 'Aphasia']",2005-06
NC,1,0.6372881256511935,"['Sleep Deprivation', 'Hypothermia', 'Eye Hemorrhage', 'Fasciculation', 'Speech Disorders', 'Phantom Limb', 'Presbycusis']",2005-06
ND,1,0.7573583157238015,"['Aphasia', 'Shoulder Pain', 'Coma', 'Neuralgia', 'Chorea']",2005-06
NE,1,0.7554833971125591,"['Body Weight', 'Diarrhea']",2005-06
NH,6,0.7875554557998875,"['Hirsutism', 'Hyperventilation', 'Dyspnea']",2005-06
NJ,5,0.6423052974371182,"['Edema', 'Neck Pain', 'Hemoptysis', 'Amblyopia', 'Body Weight']",2005-06
NM,6,0.6917905540226638,"['Sleep Deprivation', 'Apnea', 'Hoarseness']",2005-06
NV,10,0.6266883421179257,"['Hypercapnia', 'Hoarseness', 'Vomiting']",2005-06
NY,2,0.6422325978395966,"['Hallucinations', 'Sciatica', 'Gastroparesis', 'Headache']",2005-06
OH,1,0.6019603472311198,"['Toothache', 'Dysphonia', 'Hemoptysis', 'Paraparesis', 'Ophthalmoplegia', 'Fasciculation', 'Metatarsalgia', 'Snoring']",2005-06
OK,4,0.5926762929575499,"['Polyuria', 'Gagging', 'Seizures', 'Hirsutism', 'Deafness', 'Tetany', 'Headache', 'Torticollis', 'Hot Flashes']",2005-06
OR,5,0.6610999803924013,"['Pain', 'Pelvic Pain']",2005-06
PA,5,0.7174859630390968,"['Livedo Reticularis', 'Athetosis']",2005-06
RI,10,0.6296817854529829,"['Anoxia', 'Amblyopia', 'Stuttering']",2005-06
SC,2,0.7310279382087044,"['Mouth Breathing', 'Hemoptysis', 'Gastroparesis', 'Renal Colic', 'Trismus']",2005-06
SD,13,0.7002742358444257,"['Eye Pain', 'Dizziness', 'Myoclonus']",2005-06
TN,3,0.7037606809174005,"['Halitosis', 'Anorexia', 'Torticollis', 'Communication Disorders']",2005-06
TX,18,0.6697757613003607,"['Arthralgia', 'Hoarseness']",2005-06
UT,3,0.7927706064303921,"['Hypothermia', 'Overweight']",2005-06
VA,11,0.6840299307028387,"['Vertigo', 'Overweight', 'Anisocoria', 'Shoulder Pain', 'Hoarseness', 'Stupor', 'Fasciculation']",2005-06
VT,8,0.628520826242949,"['Feminization', 'Bulimia', 'Gastroparesis']",2005-06
WA,14,0.6226562207543287,"['Illusions', 'Dysmenorrhea', 'Intermittent Claudication', 'Persistent Vegetative State', 'Hemoptysis', 'Earache', 'Miosis', 'Hypoventilation']",2005-06
WI,8,0.6856095030108795,"['Dyspnea', 'Sneezing']",2005-06
WV,6,0.6926203315800746,"['Nocturia', 'Echolalia', 'Catatonia', 'Weight Gain']",2005-06
WY,9,0.7126763671179535,"['Eye Pain', 'Flushing', 'Spasm']",2005-06
AK,1,0.9999999999999996,"['Eye Pain', 'Paresthesia', 'Halitosis']",2005-07
AL,1,0.8942345797182528,"['Morning Sickness', 'Weight Gain']",2005-07
AR,14,0.7145574492123723,"['Syncope', 'Hearing Loss', 'Earache', 'Presbycusis']",2005-07
AZ,15,0.6716673305382176,"['Photophobia', 'Vertigo', 'Athetosis', 'Dystonia', 'Myokymia', 'Hoarseness', 'Neuralgia', 'Amblyopia', 'Fasciculation', 'Colic', 'Dyslexia']",2005-07
CA,2,0.6544485445880626,"['Hypothermia', 'Snoring']",2005-07
CO,3,0.7015168648619269,"['Nocturia', 'Halitosis', 'Hirsutism', 'Mutism', 'Body Weight', 'Stuttering', 'Horner Syndrome', 'Sarcopenia']",2005-07
CT,7,0.7178906310168887,"['Paralysis', 'Hearing Loss']",2005-07
DC,17,0.692648200072638,"['Gagging', 'Delirium', 'Colic']",2005-07
DE,9,0.886620694933573,"['Agnosia', 'Stuttering', 'Purpura']",2005-07
FL,14,0.7494466352132956,"['Fever', 'Hemiplegia', 'Persistent Vegetative State', 'Quadriplegia']",2005-07
GA,2,0.6557927489219899,"['Birth Weight', 'Ataxia', 'Hypothermia', 'Gastroparesis', 'Mental Retardation']",2005-07
HI,3,0.8261909140716158,"['Arthralgia', 'Aphasia', 'Weight Loss', 'Hirsutism', 'Purpura', 'Torticollis']",2005-07
IA,3,0.6363220520784699,"['Sweating Sickness', 'Weight Loss', 'Gastroparesis', 'Coprophagia', 'Flushing', 'Cachexia']",2005-07
ID,6,0.6069212337109787,"['Dizziness', 'Amblyopia', 'Dysmenorrhea', 'Cachexia']",2005-07
IL,15,0.6567539609539967,"['Miosis', 'Albuminuria', 'Polyuria']",2005-07
IN,17,0.729585968493607,"['Flushing', 'Vertigo']",2005-07
KS,13,0.8080911079959714,"['Chills', 'Facial Pain', 'Prosopagnosia', 'Chorea', 'Ecchymosis']",2005-07
KY,13,0.7031637058967827,"['Overweight', 'Hyperalgesia', 'Hyperventilation', 'Pelvic Pain']",2005-07
LA,13,0.6266476409555916,"['Mutism', 'Hemoptysis', 'Torticollis', 'Delirium', 'Spasm', 'Angina Pectoris', 'Bulimia', 'Communication Disorders']",2005-07
MA,1,0.6893162923070991,"['Tics', 'Muscle Cramp']",2005-07
MD,4,0.6676095025454524,"['Athetosis', 'Edema', 'Persistent Vegetative State', 'Tetany', 'Low Back Pain', 'Coprophagia', 'Myokymia']",2005-07
ME,10,0.6868311201063529,"['Tinea Pedis', 'Asthenia', 'Hirsutism', 'Sneezing', 'Neuralgia', 'Delirium']",2005-07
MI,15,0.6521724122148873,"['Livedo Reticularis', 'Weight Gain', 'Pelvic Pain']",2005-07
MN,11,0.6526274285340589,"['Syncope', 'Livedo Reticularis', 'Hoarseness']",2005-07
MO,20,0.7522123923924815,"['Dizziness', 'Amnesia']",2005-07
MS,13,0.6604555707687666,"['Paresthesia', 'Tinnitus', 'Dysarthria', 'Myoclonus', 'Torticollis']",2005-07
MT,3,0.9999999999999996,"['Eye Pain', 'Hyperventilation']",2005-07
NC,4,0.6783950217384864,"['Tinea Pedis', 'Sciatica', 'Sleep Deprivation', 'Hypothermia', 'Deafness', 'Alien Hand Syndrome', 'Fasciculation', 'Phantom Limb']",2005-07
ND,7,0.6863715824518141,"['Aphasia', 'Shoulder Pain', 'Coma', 'Neuralgia', 'Chorea']",2005-07
NE,6,0.6588716440519878,"['Arthralgia', 'Sleep Disorders', 'Hypercapnia', 'Dystonia', 'Vomiting', 'Metatarsalgia']",2005-07
NH,9,0.6956789763822049,"['Blindness', 'Bulimia', 'Coma']",2005-07
NJ,4,0.7517939654793179,"['Heartburn', 'Urinary Incontinence']",2005-07
NM,7,0.6683917091010976,"['Blindness', 'Tremor', 'Gastroparesis']",2005-07
NV,14,0.6549899298619796,"['Hoarseness', 'Vomiting', 'Hypercapnia']",2005-07
NY,9,0.7312876507869656,"['Dysphonia', 'Memory Disorders', 'Aphasia']",2005-07
OH,4,0.6931085039617676,"['Pseudophakia', 'Weight Loss', 'Intermittent Claudication', 'Hyperacusis', 'Cerebellar Ataxia', 'Tetany', 'Cachexia']",2005-07
OK,7,0.6985664290335777,"['Pruritus', 'Shoulder Pain', 'Aphasia']",2005-07
OR,1,0.606831051141762,"['Polyuria', 'Hyperacusis', 'Paralysis', 'Quadriplegia', 'Stupor', 'Hyperventilation', 'Myoclonus', 'Apnea', 'Emaciation', 'Renal Colic']",2005-07
PA,7,0.6231914155320616,"['Livedo Reticularis', 'Dyspnea', 'Athetosis']",2005-07
RI,5,0.6540872041347228,"['Chorea', 'Paresthesia', 'Weight Gain']",2005-07
SC,2,0.7310177044228996,"['Gastroparesis', 'Scotoma', 'Dysgeusia', 'Flatulence']",2005-07
SD,8,0.9999999999999996,"['Syncope', 'Dysmenorrhea']",2005-07
TN,13,0.6498465112122094,"['Fatigue', 'Neuralgia']",2005-07
TX,9,0.7609382934428661,"['Amaurosis Fugax', 'Sleep Disorders']",2005-07
UT,5,0.6734003690076106,"['Hypothermia', 'Overweight']",2005-07
VA,12,0.6834445495212191,"['Anorexia', 'Dyspnea']",2005-07
VT,10,0.7188516802241732,"['Hot Flashes', 'Delirium']",2005-07
WA,14,0.6166751834829306,"['Pruritus', 'Sleep Disorders']",2005-07
WI,11,0.6306033882844851,"['Confusion', 'Chest Pain', 'Pruritus']",2005-07
WV,11,1.0000000000000004,"['Ecchymosis', 'Dyspnea']",2005-07
WY,7,0.7126763671179535,"['Eye Pain', 'Flushing', 'Spasm']",2005-07
AK,4,0.7666940877058882,"['Hyperventilation', 'Toothache', 'Snoring']",2005-08
AL,3,0.8870609685145205,"['Morning Sickness', 'Weight Gain']",2005-08
AR,12,0.6923592383576995,"['Syncope', 'Hearing Loss', 'Muscle Weakness', 'Presbycusis']",2005-08
AZ,17,0.63840329366452,"['Hallucinations', 'Anorexia']",2005-08
CA,12,0.6428411535481809,"['Purpura Fulminans', 'Urinoma', 'Virilism', 'Hemoptysis', 'Ageusia', 'Anorexia']",2005-08
CO,20,0.6639904349684154,"['Sleep Disorders', 'Hypothermia', 'Purpura', 'Fatigue', 'Hot Flashes']",2005-08
CT,8,0.7217214104793008,"['Paralysis', 'Hearing Loss']",2005-08
DC,11,0.6636152513816178,"['Flushing', 'Sciatica']",2005-08
DE,7,0.7661238975697678,"['Hearing Loss', 'Oliguria', 'Deafness', 'Delirium', 'Torticollis']",2005-08
FL,11,0.6785586540408639,"['Catalepsy', 'Aphonia', 'Flatulence', 'Hemoglobinuria', 'Paraplegia', 'Snoring', 'Myokymia']",2005-08
GA,17,0.63990170569653,"['Dizziness', 'Earache', 'Encopresis', 'Neuralgia']",2005-08
HI,4,0.795478582735769,"['Body Weight', 'Headache']",2005-08
IA,9,0.6772761669239598,"['Intermittent Claudication', 'Encopresis', 'Dysuria', 'Hyperventilation', 'Amblyopia', 'Hemiplegia', 'Torticollis', 'Sarcopenia']",2005-08
ID,4,0.7087474108290851,"['Polyuria', 'Nausea', 'Shoulder Pain', 'Dysarthria', 'Hyperventilation', 'Myoclonus', 'Purpura', 'Pruritus']",2005-08
IL,10,0.6795754652014228,"['Fetal Weight', 'Orthostatic Intolerance', 'Livedo Reticularis', 'Agraphia', 'Hyperemesis Gravidarum', 'Dysgeusia']",2005-08
IN,13,0.6981108832985962,"['Echolalia', 'Illusions', 'Amnesia', 'Heart Murmurs']",2005-08
KS,15,0.693365995178323,"['Overweight', 'Flank Pain', 'Mutism', 'Muscle Cramp', 'Mouth Breathing', 'Amblyopia', 'Hemianopsia', 'Dysgeusia']",2005-08
KY,5,0.6723172640325644,"['Overweight', 'Hyperalgesia', 'Hyperventilation', 'Pelvic Pain']",2005-08
LA,18,0.6218052236817326,"['Ecchymosis', 'Tremor', 'Polyuria']",2005-08
MA,11,0.6322438459440644,"['Athetosis', 'Hypocapnia', 'Ataxia', 'Paraparesis', 'Myokymia']",2005-08
MD,7,0.7142332476428455,"['Dizziness', 'Pseudophakia', 'Purpura Fulminans', 'Anisocoria', 'Tics', 'Myotonia', 'Fatigue']",2005-08
ME,5,0.7696578009605397,"['Tinea Pedis', 'Asthenia', 'Sneezing', 'Neuralgia', 'Delirium']",2005-08
MI,13,0.6823116890051256,"['Morning Sickness', 'Athetosis', 'Snoring', 'Quadriplegia']",2005-08
MN,5,0.667594285043442,"['Seizures', 'Proteinuria']",2005-08
MO,14,0.725032848278385,"['Heartburn', 'Paralysis']",2005-08
MS,11,0.6493382395820664,"['Hypercapnia', 'Headache']",2005-08
MT,9,0.6964887246521133,"['Morning Sickness', 'Dyspnea']",2005-08
NC,9,0.7455675764704333,"['Delirium', 'Sneezing']",2005-08
ND,5,0.6863715824518142,"['Aphasia', 'Shoulder Pain', 'Coma', 'Neuralgia', 'Chorea']",2005-08
NE,7,0.6890622830067882,"['Nocturia', 'Obesity', 'Hirsutism', 'Muscle Weakness', 'Fever', 'Low Back Pain', 'Motion Sickness', 'Dysarthria', 'Headache', 'Coprophagia']",2005-08
NH,4,0.6962984849477217,"['Weight Loss', 'Tremor', 'Morning Sickness']",2005-08
NJ,10,0.6401685428858829,"['Flushing', 'Headache']",2005-08
NM,2,0.7421657813532837,"['Apnea', 'Deafness', 'Headache']",2005-08
NV,4,0.7748983315670106,"['Renal Colic', 'Colic', 'Pruritus', 'Hyperacusis', 'Sleep Deprivation']",2005-08
NY,15,0.6671029866812848,"['Nausea', 'Susac Syndrome', 'Apnea', 'Hemiplegia', 'Horner Syndrome']",2005-08
OH,12,0.6170092619437325,"['Tinea Pedis', 'Hyperalgesia', 'Vertigo', 'Tics', 'Muscle Cramp', 'Aphonia', 'Spasm']",2005-08
OK,10,0.7397331414683141,"['Bulimia', 'Jaundice']",2005-08
OR,15,0.6268389987915928,"['Low Back Pain', 'Paralysis', 'Overweight']",2005-08
PA,11,0.6586631857504486,"['Asthenia', 'Pruritus', 'Urinary Incontinence', 'Trismus']",2005-08
RI,14,0.7909579825875108,"['Syncope', 'Echolalia', 'Dystonia', 'Hemoptysis']",2005-08
SC,12,0.7814931102234987,"['Gastroparesis', 'Flatulence', 'Scotoma']",2005-08
SD,2,0.6082631665788844,"['Pruritus', 'Sciatica', 'Diarrhea', 'Hearing Loss', 'Lethargy', 'Sneezing', 'Hyperventilation', 'Body Weight', 'Purpura', 'Earache']",2005-08
TN,13,0.6295306144619044,"['Heartburn', 'Chorea', 'Acute Coronary Syndrome']",2005-08
TX,12,0.6228248574260796,"['Body Weight Changes', 'Unconsciousness', 'Hypercalciuria', 'Muscular Atrophy', 'Paraparesis', 'Body Weight', 'Hematemesis', 'Respiratory Sounds', 'Mutism', 'Dysarthria', 'Piriformis Muscle Syndrome', 'Learning Disorders', 'Sarcopenia']",2005-08
UT,8,0.6869130729821424,"['Torticollis', 'Jaundice']",2005-08
VA,20,0.68778496465673,"['Thinness', 'Sneezing', 'Facial Pain', 'Myotonia', 'Angina Pectoris']",2005-08
VT,6,0.7341894492788558,"['Chest Pain', 'Shoulder Pain', 'Apnea']",2005-08
WA,10,0.7039635603883684,"['Hiccup', 'Lethargy']",2005-08
WI,3,0.6925399907351137,"['Urinary Incontinence', 'Amnesia']",2005-08
WV,16,0.6526657118136882,"['Tremor', 'Paralysis', 'Deafness']",2005-08
WY,7,0.7126763671179535,"['Eye Pain', 'Flushing', 'Spasm']",2005-08
AK,11,0.8089466934678634,"['Sciatica', 'Snoring']",2005-09
AL,10,0.665434266391548,"['Jaundice', 'Constipation']",2005-09
AR,7,0.6785115716099044,"['Dysarthria', 'Dyspepsia', 'Hemianopsia', 'Weight Loss', 'Weight Gain', 'Hemiplegia']",2005-09
AZ,11,0.6697424731233316,"['Hallucinations', 'Encopresis']",2005-09
CA,11,0.7720871923459616,"['Pseudophakia', 'Hyperoxia']",2005-09
CO,18,0.7777941458679872,"['Dyspepsia', 'Amnesia']",2005-09
CT,9,0.6907432242942017,"['Syncope', 'Arthralgia', 'Sneezing', 'Facial Pain', 'Hyperventilation', 'Catatonia']",2005-09
DC,6,0.6703151693817426,"['Low Back Pain', 'Paresthesia']",2005-09
DE,13,0.8866206949335725,"['Agnosia', 'Purpura']",2005-09
FL,1,0.7095970747681756,"['Paresis', 'Lethargy']",2005-09
GA,8,0.5773845038378644,"['Coma', 'Hoarseness', 'Fever', 'Cough', 'Hemoglobinuria', 'Amnesia', 'Renal Colic', 'Hemianopsia']",2005-09
HI,11,0.7071884700323067,"['Sciatica', 'Tinnitus']",2005-09
IA,12,0.719361775080418,"['Gagging', 'Seizures']",2005-09
ID,13,0.6359048010035814,"['Headache', 'Pain']",2005-09
IL,19,0.5984427823153249,"['Mutism', 'Facial Pain']",2005-09
IN,7,0.6632426560645308,"['Pallor', 'Gastroparesis']",2005-09
KS,13,0.6390069277757812,"['Tics', 'Flatulence', 'Proteinuria', 'Emaciation', 'Colic']",2005-09
KY,10,0.6642942604041069,"['Pruritus', 'Heartburn']",2005-09
LA,13,0.748225373237012,"['Polyuria', 'Ecchymosis', 'Hypothermia', 'Facial Pain']",2005-09
MA,6,0.6387626895363969,"['Facial Paralysis', 'Photophobia', 'Pelvic Pain', 'Sneezing']",2005-09
MD,8,0.6144835477620515,"['Sleep Disorders', 'Proteinuria', 'Abdominal Pain', 'Angina Pectoris', 'Feminization', 'Mental Retardation']",2005-09
ME,3,0.7647703590228341,"['Hemiplegia', 'Tremor', 'Hemianopsia']",2005-09
MI,1,0.7372518927707834,"['Dizziness', 'Trismus', 'Dysuria', 'Dysphonia', 'Coprophagia', 'Horner Syndrome', 'Dysgeusia']",2005-09
MN,20,0.6637032597696542,"['Orthostatic Intolerance', 'Hearing Loss', 'Cerebellar Ataxia', 'Paralysis', 'Persistent Vegetative State', 'Apnea', 'Ophthalmoplegia', 'Hyperemesis Gravidarum', 'Hyperesthesia', 'Bulimia', 'Hydrops Fetalis']",2005-09
MO,4,0.7691968425848229,"['Syncope', 'Speech Disorders']",2005-09
MS,10,0.7110616170665657,"['Fever', 'Chorea', 'Dysuria']",2005-09
MT,2,0.9999999999999994,"['Eye Pain', 'Hyperventilation']",2005-09
NC,16,0.6695633505313122,"['Dysphonia', 'Catatonia', 'Myoclonus']",2005-09
ND,2,0.6770976404181634,"['Pain', 'Tinnitus', 'Dyspepsia', 'Amnesia', 'Angina Pectoris', 'Hot Flashes']",2005-09
NE,9,0.6697906345101914,"['Bulimia', 'Morning Sickness']",2005-09
NH,17,0.7493607476706725,"['Sleep Deprivation', 'Neuralgia']",2005-09
NJ,16,0.6959779112431502,"['Hemiplegia', 'Deafness', 'Angina Pectoris']",2005-09
NM,11,0.5897215481205859,"['Dysuria', 'Dysarthria', 'Body Weight', 'Torticollis', 'Snoring']",2005-09
NV,11,0.6646429292732522,"['Hoarseness', 'Vomiting', 'Hypercapnia']",2005-09
NY,5,0.6496249122628507,"['Hypergammaglobulinemia', 'Speech Disorders', 'Oliguria']",2005-09
OH,20,0.7009125194017423,"['Feminization', 'Torticollis', 'Mutism']",2005-09
OK,12,0.6632411644833204,"['Agnosia', 'Echolalia', 'Motion Sickness', 'Apnea', 'Anorexia', 'Dysgeusia']",2005-09
OR,13,0.7185421621128063,"['Chills', 'Hyperesthesia', 'Labor Pain', 'Muscle Cramp']",2005-09
PA,9,0.6853953468611204,"['Labor Pain', 'Learning Disorders']",2005-09
RI,11,0.6368383372443934,"['Heartburn', 'Tremor', 'Hyperemesis Gravidarum', 'Torticollis', 'Hot Flashes']",2005-09
SC,5,0.6579487496740961,"['Chest Pain', 'Flatulence', 'Body Weight', 'Back Pain', 'Scotoma', 'Hematemesis']",2005-09
SD,3,0.7180303609601516,"['Motion Sickness', 'Miosis', 'Bulimia', 'Neuralgia']",2005-09
TN,14,0.7474683994679214,"['Flushing', 'Edema']",2005-09
TX,5,0.6040541529220601,"['Miosis', 'Livedo Reticularis', 'Hemiplegia']",2005-09
UT,4,0.6003102876944328,"['Weight Loss', 'Constipation']",2005-09
VA,16,0.7694734922225315,"['Gastroparesis', 'Jaundice']",2005-09
VT,4,0.6919427970767213,"['Gagging', 'Constipation']",2005-09
WA,17,0.674817310219003,"['Anisocoria', 'Hirsutism', 'Neck Pain', 'Facial Pain', 'Dysarthria', 'Acute Coronary Syndrome']",2005-09
WI,10,0.7172784135404796,"['Dysarthria', 'Thinness', 'Mouth Breathing']",2005-09
WV,16,0.7296853705206487,"['Hallucinations', 'Diarrhea', 'Hearing Loss']",2005-09
WY,5,0.7855034086778634,"['Hallucinations', 'Tinnitus', 'Aphasia']",2005-09
AK,11,0.6297430099233441,"['Tics', 'Jaundice', 'Blindness', 'Hallucinations', 'Abdominal Pain', 'Stuttering', 'Feminization', 'Torticollis']",2005-10
AL,13,0.7093674279374386,"['Nocturia', 'Fasciculation', 'Paresthesia', 'Edema', 'Facial Pain', 'Hydrops Fetalis']",2005-10
AR,13,0.7937846927070719,"['Confusion', 'Chest Pain']",2005-10
AZ,1,0.5827079211626195,"['Chills', 'Hiccup', 'Arthralgia', 'Gagging', 'Anisocoria', 'Facial Pain', 'Gastroparesis', 'Hyperemesis Gravidarum', 'Hyperesthesia', 'Metatarsalgia']",2005-10
CA,13,0.6449764015540256,"['Hypergammaglobulinemia', 'Amaurosis Fugax', 'Hyperacusis', 'Muscular Atrophy', 'Hyperesthesia', 'Presbycusis']",2005-10
CO,1,0.6473715413250477,"['Dyspepsia', 'Amnesia']",2005-10
CT,14,0.6749020332857684,"['Anorexia', 'Pruritus', 'Ataxia', 'Tinnitus']",2005-10
DC,1,0.7666895062336688,"['Nocturia', 'Stupor', 'Nausea', 'Hypothermia', 'Alien Hand Syndrome']",2005-10
DE,4,0.70233906592354,"['Hiccup', 'Heartburn', 'Tics', 'Paresthesia', 'Neck Pain', 'Proteinuria', 'Dysuria', 'Dyspepsia', 'Stuttering']",2005-10
FL,2,0.6105353359248394,"['Vocal Cord Paralysis', 'Body Weight Changes', 'Cerebellar Ataxia', 'Thinness', 'Dyskinesias', 'Hypokinesia', 'Paraparesis', 'Eye Hemorrhage', 'Amnesia', 'Pallor']",2005-10
GA,8,0.6621262371634339,"['Weight Gain', 'Cyanosis', 'Proteinuria']",2005-10
HI,16,0.7943340087897309,"['Earache', 'Colic']",2005-10
IA,11,0.6749677609292393,"['Sleep Disorders', 'Dyspepsia']",2005-10
ID,12,0.750141730304308,"['Dizziness', 'Dysmenorrhea', 'Amblyopia', 'Ecchymosis', 'Cachexia']",2005-10
IL,7,0.6420676994949056,"['Coprophagia', 'Toothache', 'Chest Pain']",2005-10
IN,14,0.6479099827402723,"['Tics', 'Gagging']",2005-10
